url,currency,price,price_unit_scale,title,address,facilities,k. tidur,k. mandi,l. tanah,l. bangunan,tipe properti,sertifikat,daya listrik,jumlah lantai,kondisi properti,kondisi perabotan,id iklan,carport,kt. pembantu,km. pembantu,garasi,tahun dibangun,hadap,bedrooms,bathrooms,land size,building size,carports,certificate,electricity,garages,floors,property condition,furnishing,maid bedrooms,maid bathrooms,building orientation,building age
https://www.rumah123.com/properti/bogor/hos11361242/#qid~96043cfa-3f7c-4664-b753-477be50c4be7,Rp,"1,35",Miliar,Rumah dijual harga murah siap huni 2 lantai SHM,"Cibubur, Bogor","Taman, Keamanan 24 jam,  Masjid, Kitchen Set, Masjid,  AC, AC,  Keamanan,  One Gate System, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11361242,1,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360919/#qid~26734c94-b765-43ce-8a81-fa852eed9c1f,Rp,"1,35",Miliar,Rumah ready minimalis siap huni murah kota bogor,"Tajur, Bogor","Taman,  Taman,  Masjid, Kitchen Set,  AC, Jogging Track, AC,  Keamanan, Track Lari, Wastafel",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360919,1,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360764/#qid~26734c94-b765-43ce-8a81-fa852eed9c1f,Rp,"1,35",Miliar,Rumah siap huni di bogor kota SHM,"Pasir Kuda, Bogor","Taman,  Taman,  Masjid, Kitchen Set,  AC, Jogging Track, AC,  Keamanan, Track Lari, Wastafel",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360764,1,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360855/#qid~26734c94-b765-43ce-8a81-fa852eed9c1f,Rp,"1,35",Miliar,Perumahan 2 lantai elit siap huni harga murah SHM,"Ciawi, Bogor","Taman, Keamanan 24 jam,  Taman,  Masjid, Kitchen Set, Masjid, Keamanan,  AC,  One Gate System, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360855,1,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360802/#qid~26734c94-b765-43ce-8a81-fa852eed9c1f,Rp,"1,35",Miliar,Rumah 2 lantai siap huni lokasi emas kota bogor,"Karang Tengah, Bogor","Taman,  Taman,  Masjid, Kitchen Set,  AC, Jogging Track, AC,  Keamanan, Track Lari, Wastafel",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360802,1,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360868/#qid~26734c94-b765-43ce-8a81-fa852eed9c1f,Rp,"1,35",Miliar,Rumah Minimalis 2 lantai siap huni,"Tanah Sareal, Bogor","Taman,  Masjid, Kitchen Set,  AC, AC,  Keamanan, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360868,1,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360743/#qid~26734c94-b765-43ce-8a81-fa852eed9c1f,Rp,"1,35",Miliar,Rumah siap huni sejuk asri di kota bogor,"Ciomas, Bogor","Taman,  Masjid, Kitchen Set,  AC, AC,  Keamanan, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360743,1,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360888/#qid~26734c94-b765-43ce-8a81-fa852eed9c1f,Rp,"1,35",Miliar,Rumah ready stok 2 lantai 3 kamar tidur SHM,"Sentul, Bogor","Taman,  Masjid, Kitchen Set,  AC, AC,  Keamanan, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360888,1,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360693/#qid~26734c94-b765-43ce-8a81-fa852eed9c1f,Rp,"1,35",Miliar,Rumah minimalis siap huni kota bogor,"Bukit Sentul, Bogor","Taman, Keamanan 24 jam,  Taman, Masjid,  Keamanan,  One Gate System, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360693,1,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360528/#qid~26734c94-b765-43ce-8a81-fa852eed9c1f,Rp,"1,35",Miliar,Jual rumah 2 lantai siap huni kota bogor Rumah SHM,"Sindang Barang, Bogor","Taman, Keamanan 24 jam,  Masjid,  CCTV, Masjid, Kitchen Set,  AC, AC,  Keamanan,  One Gate System, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360528,1,,,,,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360653/#qid~26734c94-b765-43ce-8a81-fa852eed9c1f,Rp,"1,35",Miliar,Rumah 2 lantai siap huni kota bogor SHM,"Tanah Baru, Bogor","Taman, Keamanan 24 jam,  Taman,  Masjid, Kitchen Set, Masjid,  AC, AC,  Keamanan,  One Gate System, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360653,1,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360478/#qid~26734c94-b765-43ce-8a81-fa852eed9c1f,Rp,"1,35",Miliar,Rumah 2 lantai siap huni kawasan kota bogor Rumah Baru SHM,"Citaringgul, Bogor","Taman,  Masjid, Kitchen Set,  AC, AC,  Keamanan, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360478,1,,,,,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360603/#qid~26734c94-b765-43ce-8a81-fa852eed9c1f,Rp,"1,35",Miliar,Siap huni rumah 2 lantai baru harga murah Rumah,"Bantar Jati, Bogor","Taman, Keamanan 24 jam,  Taman,  Masjid, Kitchen Set, Masjid,  AC, AC,  Keamanan,  One Gate System, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360603,1,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360562/#qid~26734c94-b765-43ce-8a81-fa852eed9c1f,Rp,"1,35",Miliar,Rumah minimalis 2 lantai murah siap huni SHM,"Cilendek, Bogor","Taman, Keamanan 24 jam,  Taman,  Masjid, Kitchen Set, Masjid,  AC, AC,  Keamanan,  One Gate System, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360562,1,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360431/#qid~26734c94-b765-43ce-8a81-fa852eed9c1f,Rp,"1,35",Miliar,Rumah baru 2 lantai kawasan perumahan bogor kota Rumah SHM,"Pasirlaja, Bogor","Taman,  Masjid, Kitchen Set,  AC, AC,  Keamanan, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360431,1,,,,2022,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360288/#qid~26734c94-b765-43ce-8a81-fa852eed9c1f,Rp,"1,35",Miliar,Rumah siap huni minimalis di kota bogor,"Semplak, Bogor","Taman, Keamanan 24 jam,  Taman,  Masjid,  CCTV, Masjid, Kitchen Set,  AC, Jogging Track, AC,  Keamanan,  One Gate System, Track Lari, Wastafel",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360288,1,,,,2022,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360405/#qid~26734c94-b765-43ce-8a81-fa852eed9c1f,Rp,"1,35",Miliar,Jual rumah siap huni di bogor kota SHM,"Cibuluh, Bogor","Taman,  Masjid, Kitchen Set, Keamanan,  AC, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360405,1,,,,2022,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360325/#qid~26734c94-b765-43ce-8a81-fa852eed9c1f,Rp,"1,35",Miliar,Rumah siap huni di bogor kota minimalis 2 lantai SHM,"Kedungwaringin, Bogor","Taman, Keamanan 24 jam,  Taman, Kitchen Set, Masjid,  AC, AC,  Keamanan,  One Gate System, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360325,1,,,,2022,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360166/#qid~26734c94-b765-43ce-8a81-fa852eed9c1f,Rp,"1,35",Miliar,Rumah 2 lantai di area strategis bogor kota Baru SHM,"Leuwinanggung, Bogor","Taman,  Taman, Kitchen Set, Masjid,  AC, Jogging Track,  Keamanan, Track Lari, Wastafel",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360166,1,,,,2022,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360374/#qid~26734c94-b765-43ce-8a81-fa852eed9c1f,Rp,"1,35",Miliar,Rumah murah siap huni fasilitas mantap SHM,"Kedungbadak, Bogor","Taman, Keamanan 24 jam,  Taman, Kitchen Set, Masjid,  AC, Jogging Track,  Keamanan,  One Gate System, Track Lari, Wastafel",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360374,1,,,,2022,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360250/#qid~26734c94-b765-43ce-8a81-fa852eed9c1f,Rp,"1,35",Miliar,Rumah minimalis siap huni kota bogor,"Cileungsi, Bogor","Taman, Keamanan 24 jam,  Masjid,  CCTV, Masjid, Kitchen Set,  AC, AC,  Keamanan,  One Gate System, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360250,1,,,,2022,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360208/#qid~ba512aae-34bf-491d-b55f-70e2bd4c3bac,Rp,"1,35",Miliar,Hunian exlusif di lokasi emas kota bogor siap huni SHM,"Legenda Wisata, Bogor","Taman,  Masjid, Kitchen Set,  AC, Jogging Track,  Keamanan, Track Lari, Wastafel",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360208,1,,,,2022,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360036/#qid~ba512aae-34bf-491d-b55f-70e2bd4c3bac,Rp,"1,35",Miliar,Rumah siap huni di bogor kota SHM,"Kota Wisata, Bogor","Taman,  Taman,  Masjid, Kitchen Set,  AC, Jogging Track, AC,  Keamanan, Track Lari, Wastafel",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360036,1,,,,2022,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360072/#qid~ba512aae-34bf-491d-b55f-70e2bd4c3bac,Rp,"1,35",Miliar,Rumah 2 lantai di kota bogor siap huni SHM,"Sukamaju, Bogor","Taman,  Masjid, Kitchen Set,  AC, AC, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360072,1,,,,2022,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360024/#qid~ba512aae-34bf-491d-b55f-70e2bd4c3bac,Rp,"1,35",Miliar,Dijual rumah siap huni di lokasi strategis kota bogor SHM,"Parung, Bogor"," Masjid, Kitchen Set, Kolam Ikan, Jogging Track, AC,  AC,  Keamanan, Track Lari, Wastafel",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360024,1,,,,2022,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360112/#qid~ba512aae-34bf-491d-b55f-70e2bd4c3bac,Rp,"1,35",Miliar,Siap huni rumah 2 lantai di kota bogor SHM Baru,"Sukatani, Bogor","Taman, Keamanan 24 jam,  Taman, Kitchen Set, Masjid, Keamanan,  AC,  One Gate System, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360112,1,,,,2022,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360050/#qid~ba512aae-34bf-491d-b55f-70e2bd4c3bac,Rp,"1,35",Miliar,Rumah siap huni harga murah di kota bogor,"Bojongsari, Bogor","Taman,  Masjid, Kitchen Set, Masjid,  AC, AC,  One Gate System, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360050,1,,,,2022,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360027/#qid~ba512aae-34bf-491d-b55f-70e2bd4c3bac,Rp,"1,35",Miliar,Rumah 2 lantai siap huni lingkungan sejuk asri SHM,"Harjamukti, Bogor","Taman, Keamanan 24 jam,  Taman, Kitchen Set, Masjid,  AC,  Keamanan,  One Gate System, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360027,1,,,,2022,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11363307/#qid~ba512aae-34bf-491d-b55f-70e2bd4c3bac,Rp,628,Juta,"Rumah Berkonsep Bali 2 Lantai, Sudah Banyak yang Huni","Sempur, Bogor","Jalur Telepon,  Track Lari,  Jalur Telepon, Lapangan Tenis,  Masjid,  CCTV, Masjid, Kitchen Set,  One Gate System, Wastafel, Kolam Renang,  Playground, Lapangan Bulu Tangkis, CCTV,  Jogging Track, Keamanan 24 jam,  Kolam Renang,  Taman,  AC,  Akses Parkir,  Tempat Gym,  Keamanan,  Ac",3,2,60 m²,63 m²,rumah,shm - sertifikat hak milik,1300 mah,2,baru,semi furnished,hos11363307,2,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11362953/#qid~ba512aae-34bf-491d-b55f-70e2bd4c3bac,Rp,755,Juta,Rumah Murah 2 Lantai Hunian Elegan Eksekutif Lokasi Strategis,"Curug, Bogor","Taman, Keamanan 24 jam,  Taman, Jalur Telepon, Masjid,  Jalur Telepon,  Akses Parkir,  Keamanan,  One Gate System, Track Lari, Tempat Jemuran,  Jogging Track",3,2,78 m²,60 m²,rumah,shm - sertifikat hak milik,1300 mah,2,baru,unfurnished,hos11362953,1,,,,2022,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11346475/#qid~ba512aae-34bf-491d-b55f-70e2bd4c3bac,Rp,100,Juta,DIJUAL RUMAH KPR DENGAN PERSYARATAN KTP DAN KK,"Bojong Gede, Bogor","Taman, Keamanan 24 jam,  Taman,  Masjid, Jalur Telepon, Track Lari, Masjid,  Jalur Telepon, AC,  Keamanan,  Ac, CCTV,  Jogging Track",2,1,55 m²,36 m²,rumah,shm - sertifikat hak milik,1300 mah,1,baru,unfurnished,hos11346475,1,,,1,2022,selatan,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11346468/#qid~ba512aae-34bf-491d-b55f-70e2bd4c3bac,Rp,200,Juta,PROMO RUMAH MURAH KHUSUS SURVEI HARI INI,"Bojong Gede, Bogor","Taman,  Taman, Jalur Telepon, Track Lari,  CCTV, Masjid,  Jalur Telepon, Jogging Track, AC,  Ac,  Keamanan, CCTV",,1,45 m²,36 m²,rumah,shm - sertifikat hak milik,1300 mah,1,baru,unfurnished,hos11346468,1,,,1,2022,selatan,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11362786/#qid~ba512aae-34bf-491d-b55f-70e2bd4c3bac,Rp,785,Juta,Rumah Elegan 2 Lantai SHM Lokasi Strategis Bebas Banjir,"Curug, Bogor","Taman, Keamanan 24 jam,  Taman,  Masjid, Jalur Telepon, Masjid,  Keamanan,  One Gate System, Track Lari, Tempat Jemuran,  Jogging Track",3,2,85 m²,60 m²,rumah,shm - sertifikat hak milik,1300 mah,2,baru,unfurnished,hos11362786,1,,,,2022,utara,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11362747/#qid~ba512aae-34bf-491d-b55f-70e2bd4c3bac,Rp,685,Juta,Rumah Mewah 2 Lantai SHM Lokasi Strategis Bebas Banjir,"Curug, Bogor","Keamanan 24 jam,  Taman,  Masjid, Jalur Telepon, Masjid, Jogging Track,  Keamanan,  One Gate System, Track Lari, Tempat Jemuran",3,2,64 m²,60 m²,rumah,shm - sertifikat hak milik,1300 mah,2,baru,unfurnished,hos11362747,1,,,,2022,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11362284/#qid~ba512aae-34bf-491d-b55f-70e2bd4c3bac,Rp,875,Juta,Rumah Strategis di Rancamaya Golf Estate Kodya Bogor,"Rancamaya, Bogor","Taman, Keamanan 24 jam, Akses Parkir,  Taman, Wastafel,  One Gate System, Track Lari, Tempat Jemuran",2,1,105 m²,80 m²,rumah,shm - sertifikat hak milik,2200 mah,1,bagus,furnished,hos11362284,1,,,,2014,barat,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11362030/#qid~ba512aae-34bf-491d-b55f-70e2bd4c3bac,Rp,600,Juta,Rumah Strategis Dekat Gerbang Tol Bocimi Ciawi Bogor,"Ciawi, Bogor","Kitchen Set, Tempat Jemuran, Masjid, Wastafel",2,1,102 m²,102 m²,rumah,shm - sertifikat hak milik,900 mah,1,bagus,unfurnished,hos11362030,1,,,,2013,utara,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11361584/#qid~ba512aae-34bf-491d-b55f-70e2bd4c3bac,Rp,275,Juta,Rumah komplek dijual on progres siap huni strategis,"Bojong Gede, Bogor","Keamanan 24 jam,  Taman, Jalur Telepon,  CCTV, Masjid,  Jalur Telepon,  Akses Parkir, AC, Wastafel,  Ac,  One Gate System, Tempat Jemuran, Keamanan",,,,,rumah,,,,,,hos11361584,,,,,,,2,1,60 m²,40 m²,1,shm - sertifikat hak milik,1300 mah,1,1,baru,unfurnished,,,selatan,2022
https://www.rumah123.com/properti/bogor/hos11361675/#qid~ba512aae-34bf-491d-b55f-70e2bd4c3bac,Rp,595,Juta,Rumah 1 Lantai Murah di Bogor Park Residence Pamoyanan,"Pamoyanan, Bogor","Keamanan 24 jam, One Gate System,  Playground, Lapangan Bola, Keamanan, Lapangan Basket,  Tempat Laundry",2,1,90 m²,45 m²,rumah,shm - sertifikat hak milik,,1,,,hos11361675,1,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11361556/#qid~ba512aae-34bf-491d-b55f-70e2bd4c3bac,Rp,"1,9",Miliar,Rumah Murah Dan Strategis di Jantung Kota Bogor,"Pabaton, Bogor","Taman, Tempat Jemuran, Wastafel, Kitchen Set",3,2,266 m²,255 m²,rumah,shm - sertifikat hak milik,1300 mah,1,bagus,,hos11361556,1,,,,1970,utara,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11342054/#qid~ba512aae-34bf-491d-b55f-70e2bd4c3bac,Rp,"2,5",Miliar,"Rumah 2 Lantai Minimalis, Lingkungan Sejuk, di Sentul City, Bogor","Sentul City, Bogor","Taman, Keamanan 24 jam, Akses Parkir,  Taman,  CCTV, Kitchen Set,  AC,  Playground, Wastafel, Tempat Jemuran,  One Gate System,  Kolam Ikan",4,4,180 m²,300 m²,rumah,shm - sertifikat hak milik,5500 mah,2,bagus,semi furnished,hos11342054,2,1,1,,2017,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11361427/#qid~f2ce3966-fc86-4c27-9a96-a48ab8055f9d,Rp,630,Juta,Rumah 1 Lantai Bernuansa Vila Di kota Bogor,"Tanah Sareal, Bogor","Taman,  Taman,  Track Lari,  Lapangan Voli,  CCTV, Masjid,  Lapangan Bulu Tangkis, Kolam Renang, AC,  Tempat Gym, Wastafel,  Keamanan,  Ac, Lapangan Bola, Tempat Jemuran,  Jogging Track, Lapangan Basket",2,1,36 m²,90 m²,rumah,shm - sertifikat hak milik,2200 mah,1,bagus,unfurnished,hos11361427,2,,,,2022,selatan,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11361436/#qid~f2ce3966-fc86-4c27-9a96-a48ab8055f9d,Rp,685,Juta,Rumah Mewah 2 Lantai Include Biaya Biaya Surat Bebas Banjir Lokasi Strategis,"Ciseeng, Bogor","Taman,  Taman,  Masjid, Jalur Telepon,  Keamanan, Track Lari, Tempat Jemuran,  Jogging Track",3,2,64 m²,60 m²,rumah,shm - sertifikat hak milik,1300 mah,2,baru,unfurnished,hos11361436,1,,,,2022,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11361061/#qid~f2ce3966-fc86-4c27-9a96-a48ab8055f9d,Rp,755,Juta,Rumah Elegan 2 Lantai Lokasi Strategis Bebas Banjir,"Gunung Sindur, Bogor","Taman,  Taman,  Masjid, Jalur Telepon,  Keamanan, Track Lari, Tempat Jemuran,  Jogging Track",3,2,78 m²,60 m²,rumah,shm - sertifikat hak milik,1300 mah,2,baru,unfurnished,hos11361061,1,,,,2022,utara,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360922/#qid~f2ce3966-fc86-4c27-9a96-a48ab8055f9d,Rp,685,Juta,Rumah Mewah 2 Lantai include Biaya Biaya Surat Lokasi Strategis,"Gunung Sindur, Bogor","Keamanan 24 jam,  Taman,  Masjid, Jalur Telepon, Masjid, Jogging Track,  Akses Parkir,  Keamanan,  One Gate System, Track Lari, Tempat Jemuran",3,2,64 m²,60 m²,rumah,shm - sertifikat hak milik,1300 mah,2,baru,unfurnished,hos11360922,1,,,,2022,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360916/#qid~f2ce3966-fc86-4c27-9a96-a48ab8055f9d,Rp,570,Juta,Rumah Siap Huni Di Cibubur Dekat Kota Wisata,"Cibubur, Bogor","Taman, Keamanan 24 jam,  Taman, Track Lari,  CCTV, Masjid, Kitchen Set,  Playground, AC,  One Gate System, Lapangan Bola",2,1,69 m²,72 m²,rumah,shm - sertifikat hak milik,1300 mah,1,baru,semi furnished,hos11360916,1,,,1,2022,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360865/#qid~f2ce3966-fc86-4c27-9a96-a48ab8055f9d,Rp,685,Juta,Rumah Elegan 2 Lantai include  Biaya Biaya Surat Lokasi Strategis,"Parung, Bogor","Keamanan 24 jam,  Taman, Jalur Telepon, Masjid,  Jalur Telepon, Jogging Track,  Akses Parkir,  Keamanan,  One Gate System, Track Lari, Tempat Jemuran",3,2,64 m²,60 m²,rumah,shm - sertifikat hak milik,1300 mah,2,baru,unfurnished,hos11360865,1,,,,2022,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360366/#qid~f2ce3966-fc86-4c27-9a96-a48ab8055f9d,Rp,300,Juta,Rumah Bagus Siap Huni Sudah di Renovasi,"Jonggol, Bogor","Jalur Telepon,  Track Lari,  Lapangan Bulu Tangkis, Lapangan Tenis,  Tempat Laundry,  Lapangan Basket,  CCTV, Masjid,  One Gate System, Wastafel,  Playground, Lapangan Bola, Keamanan 24 jam,  Kolam Renang,  Taman,  Lapangan Voli,  Akses Parkir,  Tempat Gym, Tempat Jemuran",2,1,72 m²,50 m²,rumah,hgb - hak guna bangunan,1300 mah,1,bagus,unfurnished,hos11360366,1,,,1,,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360351/#qid~f2ce3966-fc86-4c27-9a96-a48ab8055f9d,Rp,30,Miliar,Jual Rumah Mewah View Bagus di Cluster Northridge Sentul City,"Sentul City, Bogor","Keamanan 24 jam, Taman, Jalur Telepon,  CCTV,  Playground,  One Gate System, Track Lari",5,5,2786 m²,1500 m²,rumah,shm - sertifikat hak milik,5500 mah,2,bagus,unfurnished,hos11360351,1,1,1,1,,barat daya,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11343660/#qid~f2ce3966-fc86-4c27-9a96-a48ab8055f9d,Rp,"4,5",Miliar,"Rumah Butuh Renovasi di Cluster Imperial, Sentul City Bogor","Sentul City, Bogor","Taman, Keamanan 24 jam, Akses Parkir,  Taman,  CCTV,  One Gate System, Track Lari, Tempat Jemuran",3,2,575 m²,200 m²,rumah,"lainnya (ppjb,girik,adat,dll)",2200 mah,1,butuh renovasi,unfurnished,hos11343660,2,1,1,2,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11343658/#qid~f2ce3966-fc86-4c27-9a96-a48ab8055f9d,Rp,7,Miliar,"Rumah Baru di Cluster Depan Equator, Sentul City Bogor","Sentul City, Bogor","Taman, Keamanan 24 jam, Akses Parkir,  Taman,  CCTV, Wastafel,  One Gate System, Track Lari, Tempat Jemuran",4,4,360 m²,400 m²,rumah,hgb - hak guna bangunan,5500 mah,2,baru,unfurnished,hos11343658,2,2,1,2,2022,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11345605/#qid~f2ce3966-fc86-4c27-9a96-a48ab8055f9d,Rp,"1,3",Miliar,"Rumah Bagus Unfurnished SHM di Cluster Sentul Alaya, Bogor","Sentul City, Bogor","Taman, Keamanan 24 jam, Akses Parkir,  Taman,  CCTV, Wastafel,  One Gate System, Track Lari, Tempat Jemuran",2,1,150 m²,62 m²,rumah,shm - sertifikat hak milik,2200 mah,1,bagus,unfurnished,hos11345605,1,,,,2020,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11343662/#qid~f2ce3966-fc86-4c27-9a96-a48ab8055f9d,Rp,945,Juta,"Rumah Baru Siap Huni di Cluster Victoria, Sentul City Bogor","Sentul City, Bogor","Taman, Keamanan 24 jam,  Taman,  CCTV, Masjid,  Akses Parkir,  Playground,  One Gate System, Track Lari, Tempat Jemuran,  Tempat Laundry",3,1,90 m²,70 m²,rumah,shm - sertifikat hak milik,1300 mah,1,baru,unfurnished,hos11343662,,,,,2022,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11343669/#qid~f2ce3966-fc86-4c27-9a96-a48ab8055f9d,Rp,1,Miliar,"Rumah Semi Furnished Siap Huni di Cluster Taman Udayana, Bogor","Sentul City, Bogor","Taman, Keamanan 24 jam, Akses Parkir,  Taman,  CCTV, Kitchen Set,  AC, Wastafel,  One Gate System, Track Lari, Tempat Jemuran",2,1,150 m²,63 m²,rumah,shm - sertifikat hak milik,1300 mah,1,bagus,semi furnished,hos11343669,1,,1,,,,,,,,,,,,,,,,,,
