certificate,property_condition,furnishing,city,lat,long,bedrooms,bathrooms,land_size_m2,building_size_m2,carports,maid_bedrooms,maid_bathrooms,floors,garages,electricity_num,fac_tempat_jemuran,fac_jalur_telepon,fac_jogging_track,fac_kolam_renang,fac_masjid,fac_keamanan,fac_cctv,fac_kitchen_set,fac_one_gate_system,fac_akses_parkir,fac_playground,fac_wastafel,fac_ac,fac_lapangan_basket,fac_tempat_gym,fac_kolam_ikan,fac_lapangan_voli,fac_lapangan_tenis,fac_lapangan_bola,fac_mesin_cuci,fac_lapangan_bulu_tangkis,fac_kulkas,fac_garden,fac_water_heater,fac_canopy,fac_smart_home,fac_backyard_luas,fac_garasi,fac_balkon,fac_basement,fac_gudang,fac_clubhouse,fac_service_area,fac_plumbing_system
shm - sertifikat hak milik,bagus,unfurnished, Depok,-6.332401,106.7907829,4.0,3.0,540.0,350.0,2,1,1,1.0,2,2200.0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.5768245,106.820994,2.0,2.0,75.0,84.0,0,0,0,2.0,0,2200.0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,semi furnished, Tangerang,-6.3007333,106.586126,4.0,5.0,153.0,275.0,2,1,1,3.0,1,5500.0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,semi furnished, Bekasi,-6.2845395,106.973377,3.0,3.0,60.0,110.0,2,0,0,3.0,0,2200.0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus sekali,unfurnished, Bogor,-6.5183495,106.8512789,4.0,3.0,216.0,180.0,1,1,1,2.0,1,2200.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hgb - hak guna bangunan,baru,unfurnished, Bekasi,-6.358777,107.0348331,2.0,1.0,60.0,38.0,1,0,0,1.0,0,1300.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,unfurnished, Jakarta Barat,-6.1981251,106.6919623,4.0,4.0,220.0,270.0,4,1,1,2.0,0,3300.0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,unfurnished, Bekasi,-6.1817523,106.9736839,3.0,2.0,138.0,120.0,1,0,0,1.0,1,2200.0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,unfurnished, Bekasi,-6.1817523,106.9736839,4.0,4.0,325.0,200.0,2,1,1,3.0,1,4400.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,unfurnished, Depok,-6.367494,106.874766,3.0,2.0,90.0,90.0,0,0,0,2.0,1,2200.0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
shm - sertifikat hak milik,baru,unfurnished, Jakarta Timur,-6.2080499,106.891185,3.0,3.0,36.0,71.0,1,0,0,2.0,0,2200.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,unfurnished, Tangerang,-6.1677445,106.4977165,3.0,2.0,119.0,74.0,1,0,0,1.0,0,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,unfurnished, Bekasi,-6.227202,106.9584634,3.0,2.0,136.0,66.0,1,1,0,1.0,0,2200.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,semi furnished, Jakarta Selatan,-6.243219,106.8013404,6.0,7.0,1305.0,1200.0,6,3,2,2.0,4,23000.0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"lainnya (ppjb,girik,adat,dll)",bagus,unfurnished, Tangerang,-6.327523,106.6249784,2.0,2.0,84.0,54.0,0,1,0,1.0,1,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,furnished, Bekasi,-6.2650605,106.9740988,3.0,3.0,118.0,156.0,2,1,1,2.0,0,2200.0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,furnished, Tangerang,-6.2433511,106.6174456,3.0,3.0,249.0,180.0,1,1,1,2.0,2,2200.0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,butuh renovasi,unfurnished, Bogor,-6.5183495,106.8512789,4.0,3.0,379.0,250.0,2,1,1,2.0,0,3300.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hgb - hak guna bangunan,bagus,unfurnished, Jakarta Barat,-6.15966,106.786205,3.0,3.0,84.0,189.0,0,0,0,3.0,0,5500.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,unfurnished, Bogor,-6.5183495,106.8512789,3.0,2.0,133.0,185.0,2,1,1,2.0,0,2200.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,unfurnished, Tangerang,-6.2433511,106.6174456,3.0,4.0,180.0,217.0,2,1,1,2.0,2,3500.0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"lainnya (ppjb,girik,adat,dll)",baru,semi furnished, Tangerang,-6.2623791,106.5220235,4.0,3.0,140.0,176.0,1,1,1,2.0,2,3500.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,unfurnished, Tangerang,-6.2433511,106.6174456,2.0,1.0,90.0,65.0,1,0,0,1.0,1,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus sekali,furnished, Jakarta Utara,-6.10988,106.7868922,5.0,4.0,752.0,3000.0,4,3,2,4.0,0,11000.0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,semi furnished, Tangerang,-6.2623791,106.5220235,4.0,3.0,140.0,176.0,1,1,1,2.0,2,3500.0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"lainnya (ppjb,girik,adat,dll)",butuh renovasi,unfurnished, Bogor,-6.5183495,106.8512789,2.0,1.0,211.0,53.0,1,0,0,1.0,0,1300.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,semi furnished, Bekasi,-6.243724,106.965328,3.0,1.0,107.0,90.0,1,0,0,1.0,1,1300.0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,unfurnished, Depok,-6.3605754,106.9591808,2.0,3.0,98.0,78.0,1,1,0,2.0,1,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"lainnya (ppjb,girik,adat,dll)",bagus,unfurnished, Depok,-6.4440036,106.7442652,3.0,2.0,203.0,130.0,2,0,0,1.0,2,1300.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,unfurnished, Bekasi,-6.30538,106.9294595,3.0,3.0,92.0,130.0,1,1,0,2.0,1,2200.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,unfurnished, Bekasi,-6.242993,107.0180104,3.0,2.0,60.0,80.0,1,0,0,1.0,0,1300.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,semi furnished, Bogor,-6.5700495,106.766599,3.0,2.0,94.0,96.0,1,0,0,1.0,0,2200.0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,furnished, Bogor,-6.387334,106.6872949,3.0,2.0,94.0,70.0,1,0,0,2.0,0,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,semi furnished, Tangerang,-6.3007333,106.586126,4.0,5.0,136.0,242.0,2,1,1,3.0,0,4400.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.40158,106.49494,2.0,1.0,105.0,60.0,0,0,0,1.0,1,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"lainnya (ppjb,girik,adat,dll)",bagus,unfurnished, Tangerang,-6.3007333,106.586126,6.0,6.0,570.0,545.0,2,0,0,3.0,2,13300.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus sekali,semi furnished, Bogor,-6.7213695,106.9444128,4.0,2.0,150.0,100.0,0,0,0,1.0,0,2200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,unfurnished, Depok,-6.3792957,106.8309995,4.0,4.0,100.0,66.0,1,0,0,2.0,1,2200.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,butuh renovasi,unfurnished, Bekasi,-6.2607598,106.9489954,3.0,2.0,160.0,205.0,1,1,0,2.0,0,2200.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus sekali,semi furnished, Jakarta Barat,-6.1691391,106.7650135,5.0,4.0,370.0,400.0,2,1,1,2.0,1,5500.0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus sekali,semi furnished, Jakarta Selatan,-6.2898155,106.8390761,4.0,2.0,300.0,325.0,2,0,0,2.0,0,3500.0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,semi furnished, Jakarta Selatan,-6.3026685,106.7784585,5.0,4.0,167.0,404.0,2,1,1,3.0,2,6600.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"lainnya (ppjb,girik,adat,dll)",baru,unfurnished, Bogor,-6.5183495,106.8512789,4.0,4.0,543.0,495.0,4,2,1,2.0,2,5500.0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,unfurnished, Tangerang,-6.1715549,106.664045,4.0,2.0,110.0,200.0,0,0,0,1.0,0,3500.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,unfurnished, Bekasi,-6.2054536,107.006438,2.0,1.0,72.0,45.0,1,0,0,1.0,1,1300.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,unfurnished, Bogor,-6.4824535,106.8367054,2.0,1.0,72.0,45.0,1,0,0,1.0,1,1300.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,semi furnished, Jakarta Barat,-6.1866383,106.7425049,3.0,3.0,56.0,150.0,0,0,0,3.0,0,2200.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,semi furnished, Jakarta Barat,-6.1866383,106.7425049,3.0,3.0,200.0,325.0,1,1,1,2.0,1,3500.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,furnished, Jakarta Selatan,-6.2777833,106.8114224,4.0,4.0,1000.0,600.0,3,1,0,1.0,2,16500.0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hgb - hak guna bangunan,bagus,unfurnished, Bekasi,-6.1817523,106.9736839,2.0,2.0,108.0,69.0,0,1,0,1.0,0,2200.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hgb - hak guna bangunan,baru,unfurnished, Bogor,-6.5183495,106.8512789,4.0,5.0,518.0,515.0,2,2,1,2.0,2,5500.0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.6404231,106.786023,4.0,4.0,508.0,278.0,2,1,1,2.0,0,5500.0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,semi furnished, Bogor,-6.5183495,106.8512789,4.0,4.0,180.0,300.0,1,1,1,2.0,0,5500.0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,unfurnished, Bekasi,-6.243724,106.965328,3.0,2.0,200.0,143.0,2,1,1,2.0,0,2200.0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,semi furnished, Bogor,-6.681057,106.791227,3.0,2.0,94.0,96.0,1,0,0,1.0,0,2200.0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.381012,106.9620255,3.0,2.0,105.0,120.0,1,0,0,2.0,0,2200.0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,semi furnished, Bogor,-6.6069484,106.783503,3.0,2.0,94.0,96.0,1,0,0,1.0,0,2200.0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"lainnya (ppjb,girik,adat,dll)",sudah renovasi,unfurnished, Jakarta Barat,-6.145732,106.795015,5.0,3.0,160.0,300.0,1,1,1,2.0,1,6600.0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,semi furnished, Tangerang,-6.2623791,106.5220235,4.0,3.0,160.0,209.0,2,1,1,2.0,0,4400.0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,sudah renovasi,unfurnished, Bekasi,-6.2521334,107.0535555,2.0,1.0,72.0,36.0,1,0,0,1.0,1,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,furnished, Depok,-6.397933,106.7679611,2.0,2.0,106.0,75.0,1,0,0,2.0,0,5500.0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,unfurnished, Jakarta Selatan,-6.2777833,106.8114224,4.0,4.0,662.0,405.0,2,2,1,2.0,2,6600.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"lainnya (ppjb,girik,adat,dll)",baru,semi furnished, Tangerang,-6.2623791,106.5220235,3.0,2.0,124.0,138.0,2,0,1,2.0,1,2200.0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,unfurnished, Jakarta Timur,-6.185467,106.9361121,3.0,3.0,180.0,115.0,2,0,0,1.0,2,5500.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,unfurnished, Bekasi,-6.2912516,107.0077795,2.0,1.0,77.0,42.0,2,0,0,1.0,2,1300.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,unfurnished, Bogor,-6.4824535,106.8367054,3.0,2.0,70.0,54.0,2,0,0,2.0,2,2200.0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.39754,106.96505,2.0,1.0,90.0,45.0,1,0,0,1.0,0,1300.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,unfurnished, Bogor,-6.4014935,106.9279365,2.0,1.0,90.0,36.0,1,0,0,1.0,1,1300.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,semi furnished, Tangerang,-6.3007333,106.586126,3.0,3.0,225.0,120.0,1,0,0,2.0,1,3300.0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,semi furnished, Tangerang,-6.3007853,106.6695483,4.0,4.0,776.0,310.0,2,2,2,2.0,2,5500.0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,unfurnished, Bekasi,-6.2377114,107.0238565,3.0,2.0,60.0,80.0,1,0,0,1.0,0,1300.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus sekali,semi furnished, Tangerang,-6.2452287,106.5037491,4.0,2.0,120.0,180.0,0,0,0,2.0,0,3500.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,unfurnished, Jakarta Timur,-6.3249584,106.855766,3.0,3.0,98.0,92.0,1,1,1,2.0,0,2200.0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus sekali,unfurnished, Bogor,-6.4824535,106.8367054,3.0,1.0,131.0,177.0,0,0,0,2.0,1,1300.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.4039107,106.9452029,4.0,3.0,240.0,250.0,3,1,1,1.0,1,3300.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,sudah renovasi,unfurnished, Bogor,-6.5075365,106.7295099,2.0,1.0,84.0,45.0,1,0,0,1.0,0,1300.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,furnished, Tangerang,-6.2971785,106.6157741,4.0,4.0,220.0,285.0,2,0,0,2.0,2,7700.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,unfurnished, Bogor,-6.43971,106.7051599,2.0,1.0,60.0,36.0,1,0,0,1.0,0,1300.0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,unfurnished, Tangerang,-6.2433511,106.6174456,4.0,2.0,96.0,110.0,1,0,0,2.0,1,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"lainnya (ppjb,girik,adat,dll)",baru,unfurnished, Bogor,-6.5183495,106.8512789,3.0,2.0,84.0,89.0,1,1,1,2.0,0,2200.0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,unfurnished, Bekasi,-6.292665,107.0274099,4.0,4.0,210.0,310.0,1,1,1,2.0,0,3300.0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,semi furnished, Bekasi,-6.2912516,107.0077795,3.0,2.0,60.0,53.0,1,0,0,2.0,1,2200.0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,unfurnished, Depok,-6.3663035,106.7796109,3.0,3.0,72.0,140.0,1,1,0,2.0,0,3500.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,unfurnished, Depok,-6.399113,106.7999535,2.0,1.0,68.0,45.0,1,0,0,1.0,0,1300.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,unfurnished, Bekasi,-6.363929,106.9250756,2.0,1.0,89.0,52.0,1,0,0,1.0,0,1300.0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,semi furnished, Bogor,-6.544858,106.7683245,3.0,2.0,112.0,75.0,1,0,0,1.0,0,1300.0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.5183495,106.8512789,5.0,5.0,2786.0,1500.0,1,1,1,2.0,1,5500.0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,unfurnished, Tangerang,-6.3007333,106.586126,4.0,4.0,144.0,177.0,2,1,0,2.0,0,3300.0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"lainnya (ppjb,girik,adat,dll)",baru,unfurnished, Tangerang,-6.2951519,106.6310566,3.0,3.0,120.0,144.0,1,1,1,2.0,0,2200.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,unfurnished, Bekasi,-6.1817523,106.9736839,2.0,1.0,90.0,120.0,1,0,0,2.0,1,2200.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,semi furnished, Bogor,-6.451025,107.048305,3.0,2.0,94.0,96.0,1,0,0,1.0,0,2200.0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,bagus,unfurnished, Tangerang,-6.2135586,106.6622314,4.0,3.0,117.0,177.0,1,1,0,2.0,0,3500.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,unfurnished, Tangerang,-6.2981157,106.6675873,3.0,3.0,108.0,130.0,2,1,1,2.0,0,2200.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shm - sertifikat hak milik,baru,unfurnished, Bekasi,-6.292665,107.0274099,3.0,2.0,72.0,60.0,1,0,0,2.0,1,2200.0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
