,price_in_rp
2993,945000000.0
2994,500000000.0
2995,4000000000.0
2996,4500000000.0
2997,1050000000.0
2998,1610000000.0
2999,4500000000.0
3000,662000000.0
3001,678000000.0
3002,1440000000.0
3003,145000000.0
3004,13400000000.0
3005,12500000000.0
3006,470000000.0
3007,900000000.0
3008,468000000.0
3009,952000000.0
3010,870000000.0
3011,3500000000.0
3012,625000000.0
3013,2200000000.0
3014,970000000.0
3015,5500000000.0
3016,2520000000.0
3017,14000000000.0
3018,3830000000.0
3019,3100000000.0
3020,575000000.0
3021,2200000000.0
3022,4100000000.0
3023,6900000000.0
3024,1180000000.0
3025,13500000000.0
3026,2950000000.0
3027,785000000.0
3028,4200000000.0
3029,600000000.0
3030,660000000.0
3031,2600000000.0
3032,5280000000.0
3033,3500000000.0
3034,2600000000.0
3035,3500000000.0
3036,1110000000.0
3037,6800000000.0
3038,3650000000.0
3039,1440000000.0
3040,585000000.0
3041,630000000.0
3042,3800000000.0
3043,599000000.0
3044,940000000.0
3045,1000000000.0
3046,13500000000.0
3047,840000000.0
3048,535000000.0
3049,600000000.0
3050,245000000.0
3051,16899999999.999998
3052,764000000.0
3053,1160000000.0
3054,1200000000.0
3055,300000000.0
3056,495000000.0
3057,1990000000.0
3058,3200000000.0
3059,2500000000.0
3060,3100000000.0
3061,2400000000.0
3062,3950000000.0
3063,1400000000.0
3064,1400000000.0
3065,674000000.0
3066,832000000.0
3067,1650000000.0
